Sats HDOP Latitude  Longitude  Fix  Date       Time     Date Alt    Course Speed Card  Distance Course Card  Chars Sentences Checksum
7    139  35.567577 129.351760 542  07/07/2020 04:40:16 560  14.50  5.89   7.78  N     9157     331.01 NNW   12227 468       0        
8    139  35.567596 129.351745 610  07/07/2020 04:40:17 628  14.50  358.19 7.57  N     9157     331.01 NNW   12274 470       0        
8    139  35.567611 129.351730 685  07/07/2020 04:40:18 703  14.50  326.49 9.30  NNW   9157     331.01 NNW   12320 472       0        
8    139  35.567626 129.351715 756  07/07/2020 04:40:19 775  14.50  329.43 8.28  NNW   9157     331.01 NNW   12367 474       0        
8    121  35.567630 129.351715 829  07/07/2020 04:40:20 846  14.50  345.28 5.22  NNW   9157     331.01 NNW   12424 477       0        
8    117  35.567634 129.351699 87   07/07/2020 04:40:22 166  14.50  269.36 3.61  W     9157     331.01 NNW   12490 480       0        
8    117  35.567653 129.351684 174  07/07/2020 04:40:23 237  14.50  343.12 6.56  NNW   9157     331.01 NNW   12554 482       0        
8    117  35.567661 129.351669 333  07/07/2020 04:40:24 351  14.50  322.92 7.11  NW    9157     331.01 NNW   12601 484       0        
8    117  35.567661 129.351654 401  07/07/2020 04:40:25 419  14.50  304.56 4.39  NW    9157     331.01 NNW   12648 486       0        
8    117  35.567668 129.351654 482  07/07/2020 04:40:26 500  14.50  327.36 4.70  NNW   9157     331.01 NNW   12694 488       0        
8    117  35.567680 129.351638 557  07/07/2020 04:40:27 574  14.50  339.55 6.54  NNW   9157     331.01 NNW   12741 490       0        
8    117  35.567680 129.351638 632  07/07/2020 04:40:28 651  14.50  339.24 2.04  NNW   9157     331.01 NNW   12788 492       0        
8    117  35.567687 129.351638 707  07/07/2020 04:40:29 725  14.60  336.17 4.02  NNW   9157     331.01 NNW   12835 494       0        
8    117  35.567695 129.351623 781  07/07/2020 04:40:30 799  14.60  320.99 5.26  NW    9157     331.01 NNW   12882 496       0        
8    117  35.567707 129.351623 861  07/07/2020 04:40:31 939  14.60  324.43 5.43  NW    9157     331.01 NNW   12949 500       0        
8    117  35.567726 129.351593 85   07/07/2020 04:40:33 144  14.60  336.34 5.74  NNW   9157     331.01 NNW   13014 502       0        
8    117  35.567741 129.351593 273  07/07/2020 04:40:34 333  14.60  331.01 6.15  NNW   9157     331.01 NNW   13069 504       0        
8    117  35.567752 129.351577 364  07/07/2020 04:40:35 383  14.60  320.73 4.61  NW    9157     331.00 NNW   13116 506       0        
8    124  35.567760 129.351577 441  07/07/2020 04:40:36 458  14.60  322.06 4.80  NW    9157     331.00 NNW   13162 508       0        
8    124  35.567768 129.351562 517  07/07/2020 04:40:37 534  14.50  320.70 3.50  NW    9157     331.00 NNW   13209 510       0        
8    124  35.567775 129.351547 590  07/07/2020 04:40:38 608  14.50  294.49 8.41  WNW   9157     331.00 NNW   13256 512       0        
8    124  35.567787 129.351531 665  07/07/2020 04:40:39 683  14.50  307.75 6.43  NW    9157     331.00 NNW   13303 514       0        
8    124  35.567794 129.351516 737  07/07/2020 04:40:40 755  14.50  335.97 3.59  NNW   9157     331.00 NNW   13350 516       0        
8    124  35.567798 129.351516 813  07/07/2020 04:40:41 831  14.50  285.79 3.63  WNW   9157     331.00 NNW   13399 518       0        
8    124  35.567798 129.351516 916  07/07/2020 04:40:43 95   14.50  308.61 6.87  NW    9157     331.00 NNW   13468 522       0        
8    117  35.567829 129.351501 117  07/07/2020 04:40:44 178  14.50  341.40 5.24  NNW   9157     331.00 NNW   13532 524       0        
8    117  35.567840 129.351501 307  07/07/2020 04:40:45 348  14.50  13.76  5.74  NNE   9157     331.00 NNW   13583 526       0        
8    117  35.567852 129.351501 387  07/07/2020 04:40:46 404  14.50  13.77  4.57  NNE   9157     331.00 NNW   13630 528       0        
8    117  35.567863 129.351501 459  07/07/2020 04:40:47 477  14.60  334.13 4.37  NNW   9157     331.00 NNW   13677 530       0        
8    117  35.567863 129.351501 535  07/07/2020 04:40:48 553  14.60  341.76 2.48  NNW   9157     331.00 NNW   13724 532       0        
8    117  35.567867 129.351501 610  07/07/2020 04:40:49 627  14.60  338.96 2.80  NNW   9157     331.00 NNW   13770 534       0        
8    117  35.567859 129.351501 683  07/07/2020 04:40:50 701  14.60  328.17 1.54  NNW   9157     331.00 NNW   13817 536       0        
8    117  35.567863 129.351501 758  07/07/2020 04:40:51 776  14.60  325.29 1.24  NW    9157     331.00 NNW   13864 538       0        
8    117  35.567863 129.351516 832  07/07/2020 04:40:52 850  14.60  333.72 1.22  NNW   9157     331.00 NNW   13921 541       0        
8    117  35.567848 129.351501 89   07/07/2020 04:40:54 168  14.70  236.53 7.91  WSW   9157     331.00 NNW   13988 544       0        
8    121  35.567844 129.351501 172  07/07/2020 04:40:55 234  14.70  230.53 2.28  SW    9157     331.00 NNW   14051 546       0        
8    121  35.567844 129.351501 337  07/07/2020 04:40:56 354  14.70  224.47 2.74  SW    9157     331.00 NNW   14098 548       0        
8    121  35.567840 129.351516 411  07/07/2020 04:40:57 429  14.70  219.49 2.24  SW    9157     331.00 NNW   14145 550       0        
8    121  35.567840 129.351516 487  07/07/2020 04:40:58 504  14.70  215.09 2.59  SW    9157     331.00 NNW   14192 552       0        
8    121  35.567844 129.351531 561  07/07/2020 04:40:59 580  14.70  208.42 1.57  SSW   9157     331.00 NNW   14238 554       0        
8    117  35.567855 129.351531 637  07/07/2020 04:41:00 655  14.70  4.35   4.00  N     9157     331.00 NNW   14285 556       0        
8    117  35.567867 129.351531 710  07/07/2020 04:41:01 727  14.80  4.22   3.96  N     9157     331.00 NNW   14331 558       0        
8    117  35.567886 129.351531 782  07/07/2020 04:41:02 801  14.80  356.76 7.56  N     9157     331.00 NNW   14378 560       0        
8    117  35.567909 129.351531 873  07/07/2020 04:41:04 65   14.80  359.34 5.59  N     9157     331.00 NNW   14446 564       0        
8    117  35.567928 129.351531 95   07/07/2020 04:41:05 153  14.80  0.10   3.43  N     9157     331.00 NNW   14511 566       0        
8    117  35.567935 129.351531 275  07/07/2020 04:41:06 335  14.80  338.06 3.59  NNW   9157     331.00 NNW   14564 568       0        
8    117  35.567951 129.351516 367  07/07/2020 04:41:07 385  14.80  326.75 7.46  NNW   9157     331.00 NNW   14611 570       0        
8    117  35.567962 129.351501 441  07/07/2020 04:41:08 458  14.80  338.17 4.63  NNW   9157     331.00 NNW   14658 572       0        
8    117  35.567977 129.351501 515  07/07/2020 04:41:09 533  14.80  331.13 5.20  NNW   9157     331.00 NNW   14705 574       0        
8    117  35.567993 129.351501 592  07/07/2020 04:41:10 609  14.80  14.70  6.07  NNE   9157     331.00 NNW   14751 576       0        
8    117  35.568008 129.351516 666  07/07/2020 04:41:11 684  14.80  19.09  6.96  NNE   9157     331.00 NNW   14798 578       0        
8    117  35.568019 129.351516 743  07/07/2020 04:41:12 761  14.80  4.76   5.83  N     9157     331.00 NNW   14844 580       0        
8    117  35.568038 129.351516 818  07/07/2020 04:41:13 835  14.80  29.40  8.06  NNE   9157     331.00 NNW   14898 583       0        
7    121  35.568042 129.351531 61   07/07/2020 04:41:15 123  14.80  29.95  1.46  NNE   9157     331.00 NNW   14964 586       0        
7    121  35.568035 129.351531 146  07/07/2020 04:41:16 206  14.80  19.13  2.28  NNE   9157     331.00 NNW   15029 588       0        
8    117  35.568035 129.351531 329  07/07/2020 04:41:17 351  14.80  85.32  3.91  E     9157     331.00 NNW   15077 590       0        
8    117  35.568050 129.351531 390  07/07/2020 04:41:18 408  14.80  358.33 4.17  N     9157     331.00 NNW   15124 592       0        
8    117  35.568054 129.351516 464  07/07/2020 04:41:19 483  14.80  322.05 4.39  NW    9157     331.00 NNW   15170 594       0        
8    117  35.568069 129.351501 543  07/07/2020 04:41:20 560  14.80  331.38 3.65  NNW   9157     331.00 NNW   15217 596       0        
8    117  35.568073 129.351501 618  07/07/2020 04:41:21 636  14.80  329.77 2.13  NNW   9157     331.00 NNW   15264 598       0        
8    117  35.568077 129.351501 694  07/07/2020 04:41:22 711  14.80  335.44 2.63  NNW   9157     331.00 NNW   15311 600       0        
8    117  35.568080 129.351501 769  07/07/2020 04:41:23 788  14.80  334.07 1.78  NNW   9157     331.00 NNW   15358 602       0        
8    117  35.568088 129.351486 836  07/07/2020 04:41:24 854  14.80  332.47 3.48  NNW   9157     331.00 NNW   15416 605       0        
8    117  35.568092 129.351486 101  07/07/2020 04:41:26 62   14.70  349.22 0.69  N     9157     331.00 NNW   15482 608       0        
8    117  35.568084 129.351486 189  07/07/2020 04:41:27 248  14.70  157.25 3.96  SSE   9157     331.00 NNW   15545 610       0        
8    124  35.568069 129.351501 337  07/07/2020 04:41:28 355  14.70  162.12 5.94  SSE   9157     331.00 NNW   15592 612       0        
8    124  35.568054 129.351501 412  07/07/2020 04:41:29 430  14.70  178.26 6.32  S     9157     331.00 NNW   15638 614       0        
8    124  35.568042 129.351486 482  07/07/2020 04:41:30 500  14.70  186.86 5.63  S     9157     331.00 NNW   15685 616       0        
8    124  35.568046 129.351486 557  07/07/2020 04:41:31 575  14.70  183.54 1.26  S     9157     331.00 NNW   15732 618       0        
8    124  35.568050 129.351501 634  07/07/2020 04:41:32 652  14.70  177.63 1.37  S     9157     331.00 NNW   15779 620       0        
8    124  35.568042 129.351486 707  07/07/2020 04:41:33 726  14.70  179.03 1.87  S     9157     331.00 NNW   15826 622       0        
8    124  35.568038 129.351486 783  07/07/2020 04:41:34 800  14.70  180.07 2.94  S     9157     331.00 NNW   15872 624       0        
8    124  35.568019 129.351486 867  07/07/2020 04:41:36 62   14.70  160.02 3.35  SSE   9157     331.00 NNW   15941 628       0        
8    117  35.567996 129.351486 90   07/07/2020 04:41:37 149  14.60  202.06 6.72  SSW   9157     331.00 NNW   16006 630       0        
8    117  35.567985 129.351470 276  07/07/2020 04:41:38 337  14.60  194.61 6.82  SSW   9157     331.00 NNW   16060 632       0        
7    124  35.567977 129.351455 370  07/07/2020 04:41:39 388  14.60  229.32 7.72  SW    9157     331.00 NNW   16106 634       0        
7    124  35.567958 129.351440 444  07/07/2020 04:41:40 462  14.60  198.98 7.39  SSW   9157     331.00 NNW   16153 636       0        
7    124  35.567951 129.351440 521  07/07/2020 04:41:41 539  14.60  178.03 4.87  S     9157     331.00 NNW   16199 638       0        
8    124  35.567947 129.351455 591  07/07/2020 04:41:42 609  14.50  177.74 3.35  S     9157     331.00 NNW   16246 640       0        
8    124  35.567935 129.351440 668  07/07/2020 04:41:43 685  14.50  189.26 5.96  S     9157     331.00 NNW   16293 642       0        
7    124  35.567928 129.351440 743  07/07/2020 04:41:44 760  14.50  190.69 5.78  S     9157     331.00 NNW   16340 644       0        
8    137  35.567909 129.351455 818  07/07/2020 04:41:45 836  14.50  169.87 8.26  S     9157     331.00 NNW   16394 647       0        
8    137  35.567874 129.351501 58   07/07/2020 04:41:47 123  14.50  137.67 10.93 SE    9157     331.00 NNW   16461 650       0        
8    137  35.567863 129.351501 146  07/07/2020 04:41:48 206  14.40  170.94 7.37  S     9157     331.00 NNW   16526 652       0        
8    137  35.567859 129.351531 333  07/07/2020 04:41:49 350  14.40  130.34 8.65  SE    9157     331.00 NNW   16574 654       0        
8    124  35.567863 129.351547 402  07/07/2020 04:41:50 420  14.40  118.58 5.11  ESE   9157     331.00 NNW   16621 656       0        
8    118  35.567871 129.351562 479  07/07/2020 04:41:51 497  14.30  98.01  5.67  E     9157     331.00 NNW   16668 658       0        
8    118  35.567878 129.351577 553  07/07/2020 04:41:52 571  14.30  78.03  6.61  ENE   9157     331.00 NNW   16714 660       0        
8    118  35.567886 129.351593 627  07/07/2020 04:41:53 645  14.20  82.23  4.61  E     9157     331.00 NNW   16761 662       0        
8    118  35.567901 129.351593 698  07/07/2020 04:41:54 718  14.20  53.42  4.32  NE    9157     331.00 NNW   16807 664       0        
8    118  35.567913 129.351623 776  07/07/2020 04:41:55 793  14.20  51.09  6.69  NE    9157     331.01 NNW   16854 666       0        
8    118  35.567920 129.351623 856  07/07/2020 04:41:56 934  14.20  22.17  4.19  NNE   9157     331.01 NNW   16921 670       0        
8    118  35.567935 129.351638 79   07/07/2020 04:41:58 139  14.20  24.00  3.04  NNE   9157     331.01 NNW   16986 672       0        
8    118  35.567935 129.351638 266  07/07/2020 04:41:59 327  14.20  83.40  4.48  E     9157     331.01 NNW   17040 674       0        
8    118  35.567939 129.351669 354  07/07/2020 04:42:00 372  14.20  74.24  7.48  ENE   9157     331.01 NNW   17087 676       0        
8    118  35.567943 129.351669 432  07/07/2020 04:42:01 449  14.20  77.26  5.02  ENE   9157     331.01 NNW   17134 678       0        
8    118  35.567935 129.351684 506  07/07/2020 04:42:02 525  14.20  80.58  3.50  E     9157     331.01 NNW   17180 680       0        
8    118  35.567932 129.351699 578  07/07/2020 04:42:03 595  14.30  112.53 4.50  ESE   9157     331.01 NNW   17227 682       0        
8    118  35.567924 129.351699 652  07/07/2020 04:42:04 671  14.30  113.32 1.74  ESE   9157     331.01 NNW   17274 684       0        
8    118  35.567913 129.351699 728  07/07/2020 04:42:05 745  14.30  165.38 4.20  SSE   9157     331.01 NNW   17321 686       0        
8    118  35.567905 129.351715 802  07/07/2020 04:42:06 821  14.30  124.22 7.78  SE    9157     331.01 NNW   17368 688       0        
8    157  35.567913 129.351730 905  07/07/2020 04:42:08 84   14.40  353.84 6.56  N     9157     331.01 NNW   17438 692       0        
8    157  35.567935 129.351715 108  07/07/2020 04:42:09 169  14.40  344.64 4.07  NNW   9157     331.01 NNW   17502 694       0        
8    157  35.567935 129.351715 297  07/07/2020 04:42:10 349  14.40  345.43 1.02  NNW   9157     331.01 NNW   17554 696       0        
8    157  35.567924 129.351715 376  07/07/2020 04:42:11 395  14.40  337.23 2.44  NNW   9157     331.01 NNW   17601 698       0        
8    157  35.567913 129.351730 452  07/07/2020 04:42:12 470  14.40  156.69 3.76  SSE   9157     331.01 NNW   17648 700       0        
8    118  35.567909 129.351730 525  07/07/2020 04:42:13 542  14.40  154.88 2.56  SSE   9157     331.01 NNW   17695 702       0        
8    118  35.567897 129.351745 598  07/07/2020 04:42:14 615  14.40  157.43 3.67  SSE   9157     331.01 NNW   17742 704       0        
8    118  35.567882 129.351745 673  07/07/2020 04:42:15 690  14.40  156.13 3.85  SSE   9157     331.01 NNW   17788 706       0        
8    118  35.567871 129.351760 747  07/07/2020 04:42:16 766  14.50  146.01 4.32  SE    9157     331.01 NNW   17835 708       0        
8    118  35.567859 129.351776 820  07/07/2020 04:42:17 838  14.50  136.35 4.59  SE    9157     331.01 NNW   17890 711       0        
8    118  35.567844 129.351776 66   07/07/2020 04:42:19 129  14.50  141.03 3.15  SE    9157     331.01 NNW   17956 714       0        
8    118  35.567832 129.351776 151  07/07/2020 04:42:20 211  14.40  143.90 2.76  SE    9157     331.01 NNW   18021 716       0        
8    118  35.567821 129.351791 333  07/07/2020 04:42:21 352  14.40  173.03 3.87  S     9157     331.01 NNW   18069 718       0        
8    118  35.567813 129.351791 408  07/07/2020 04:42:22 426  14.40  137.56 3.59  SE    9157     331.01 NNW   18116 720       0        
8    118  35.567802 129.351791 477  07/07/2020 04:42:23 495  14.40  142.95 3.37  SE    9157     331.01 NNW   18163 722       0        
8    118  35.567783 129.351760 557  07/07/2020 04:42:24 574  14.40  227.55 7.91  SW    9157     331.01 NNW   18210 724       0        
8    158  35.567775 129.351760 635  07/07/2020 04:42:25 652  14.40  226.70 3.26  SW    9157     331.01 NNW   18256 726       0        
7    160  35.567768 129.351760 711  07/07/2020 04:42:26 731  14.40  223.63 3.39  SW    9157     331.01 NNW   18303 728       0        
7    160  35.567756 129.351760 787  07/07/2020 04:42:27 804  14.50  197.74 4.24  SSW   9157     331.01 NNW   18350 730       0        
8    158  35.567752 129.351745 866  07/07/2020 04:42:29 45   14.50  199.10 2.91  SSW   9157     331.01 NNW   18417 734       0        
8    118  35.567733 129.351760 84   07/07/2020 04:42:30 144  14.50  196.94 3.11  SSW   9157     331.01 NNW   18482 736       0        
8    118  35.567714 129.351760 274  07/07/2020 04:42:31 335  14.50  160.54 5.78  SSE   9157     331.01 NNW   18537 738       0        
8    118  35.567703 129.351776 367  07/07/2020 04:42:32 384  14.60  151.06 4.13  SSE   9157     331.01 NNW   18584 740       0        
8    118  35.567691 129.351776 441  07/07/2020 04:42:33 460  14.60  145.30 4.61  SE    9157     331.01 NNW   18630 742       0        
8    118  35.567680 129.351791 517  07/07/2020 04:42:34 536  14.60  176.65 4.15  S     9157     331.01 NNW   18677 744       0        
8    118  35.567665 129.351791 591  07/07/2020 04:42:35 611  14.60  163.52 5.80  SSE   9157     331.01 NNW   18724 746       0        
8    118  35.567649 129.351791 665  07/07/2020 04:42:36 682  14.50  148.33 7.13  SSE   9157     331.01 NNW   18771 748       0        
8    118  35.567634 129.351806 739  07/07/2020 04:42:37 759  14.50  156.19 4.39  SSE   9157     331.01 NNW   18818 750       0        
8    118  35.567623 129.351806 814  07/07/2020 04:42:38 832  14.50  169.70 4.15  S     9157     331.01 NNW   18871 752       0        
8    118  35.567615 129.351821 56   07/07/2020 04:42:40 119  14.40  110.43 1.33  ESE   9157     331.01 NNW   18938 756       0        
8    118  35.567600 129.351837 145  07/07/2020 04:42:41 205  14.40  153.53 4.17  SSE   9157     331.01 NNW   19003 758       0        
8    118  35.567596 129.351837 331  07/07/2020 04:42:42 349  14.40  152.99 1.22  SSE   9157     331.01 NNW   19052 760       0        
8    118  35.567581 129.351837 401  07/07/2020 04:42:43 419  14.40  172.71 4.54  S     9157     331.01 NNW   19098 762       0        
8    118  35.567573 129.351852 476  07/07/2020 04:42:44 494  14.40  141.44 4.04  SE    9157     331.01 NNW   19145 764       0        
8    118  35.567558 129.351852 549  07/07/2020 04:42:45 568  14.40  170.89 3.69  S     9157     331.01 NNW   19192 766       0        
8    118  35.567543 129.351837 623  07/07/2020 04:42:46 640  14.30  207.25 7.24  SSW   9157     331.01 NNW   19239 768       0        
7    150  35.567531 129.351837 701  07/07/2020 04:42:47 721  14.30  167.21 5.48  SSE   9157     331.01 NNW   19285 770       0        
7    150  35.567504 129.351852 776  07/07/2020 04:42:48 794  14.30  168.40 7.89  SSE   9157     331.01 NNW   19332 772       0        
7    150  35.567489 129.351852 859  07/07/2020 04:42:49 935  14.30  144.01 5.02  SE    9157     331.01 NNW   19399 776       0        
7    150  35.567459 129.351867 82   07/07/2020 04:42:51 141  14.20  176.80 6.72  S     9157     331.01 NNW   19463 778       0        
7    150  35.567455 129.351852 268  07/07/2020 04:42:52 328  14.20  177.67 2.82  S     9157     331.01 NNW   19517 780       0        
7    150  35.567447 129.351852 356  07/07/2020 04:42:53 373  14.20  176.19 2.13  S     9157     331.01 NNW   19564 782       0        
7    150  35.567440 129.351867 433  07/07/2020 04:42:54 451  14.20  175.07 3.46  S     9157     331.01 NNW   19610 784       0        
7    156  35.567436 129.351867 509  07/07/2020 04:42:55 527  14.20  172.63 2.35  S     9157     331.01 NNW   19656 786       0        
7    156  35.567409 129.351882 584  07/07/2020 04:42:56 602  14.20  145.07 7.02  SE    9157     331.01 NNW   19703 788       0        
7    156  35.567394 129.351898 658  07/07/2020 04:42:57 677  14.10  154.77 5.59  SSE   9157     331.01 NNW   19749 790       0        
7    156  35.567394 129.351882 733  07/07/2020 04:42:58 750  14.10  155.21 2.33  SSE   9157     331.01 NNW   19796 792       0        
7    156  35.567382 129.351898 805  07/07/2020 04:42:59 824  14.10  174.58 3.83  S     9157     331.01 NNW   19843 794       0        
8    156  35.567375 129.351898 903  07/07/2020 04:43:01 83   14.10  177.27 9.46  S     9157     331.01 NNW   19912 798       0        
8    150  35.567340 129.351898 108  07/07/2020 04:43:02 170  14.10  151.29 6.37  SSE   9157     331.01 NNW   19977 800       0        
8    150  35.567325 129.351913 297  07/07/2020 04:43:03 349  14.10  152.35 8.26  SSE   9157     331.01 NNW   20029 802       0        
8    118  35.567337 129.351898 374  07/07/2020 04:43:04 392  14.00  154.49 2.78  SSE   9157     331.01 NNW   20076 804       0        
8    118  35.567337 129.351898 449  07/07/2020 04:43:05 466  14.00  156.03 2.35  SSE   9157     331.01 NNW   20123 806       0        
8    118  35.567325 129.351898 521  07/07/2020 04:43:06 541  14.00  154.82 3.41  SSE   9157     331.01 NNW   20170 808       0        
8    118  35.567329 129.351898 597  07/07/2020 04:43:07 615  14.00  155.98 0.87  SSE   9157     331.01 NNW   20216 810       0        
8    118  35.567321 129.351898 672  07/07/2020 04:43:08 689  14.00  157.69 3.00  SSE   9157     331.01 NNW   20263 812       0        
8    118  35.567306 129.351898 747  07/07/2020 04:43:09 765  14.00  142.09 4.54  SE    9157     331.01 NNW   20310 814       0        
8    118  35.567314 129.351898 821  07/07/2020 04:43:10 839  14.00  136.80 1.59  SE    9157     331.01 NNW   20365 817       0        
8    118  35.567283 129.351898 65   07/07/2020 04:43:12 127  14.00  164.81 4.69  SSE   9157     331.01 NNW   20431 820       0        
8    118  35.567272 129.351882 152  07/07/2020 04:43:13 211  13.90  217.97 5.11  SW    9157     331.01 NNW   20496 822       0        
8    118  35.567260 129.351898 333  07/07/2020 04:43:14 351  13.90  177.95 5.28  S     9157     331.01 NNW   20544 824       0        
8    118  35.567230 129.351898 408  07/07/2020 04:43:15 426  13.90  159.17 9.07  SSE   9157     331.01 NNW   20591 826       0        
8    118  35.567222 129.351913 480  07/07/2020 04:43:16 497  13.90  158.52 5.82  SSE   9157     331.01 NNW   20638 828       0        
8    118  35.567218 129.351913 555  07/07/2020 04:43:17 573  13.80  158.46 2.78  SSE   9157     331.01 NNW   20684 830       0        
8    118  35.567199 129.351913 632  07/07/2020 04:43:18 651  13.80  163.96 5.06  SSE   9157     331.01 NNW   20731 832       0        
8    118  35.567173 129.351928 706  07/07/2020 04:43:19 723  13.80  149.43 10.32 SSE   9157     331.01 NNW   20778 834       0        
8    118  35.567165 129.351943 780  07/07/2020 04:43:20 798  13.70  162.49 5.56  SSE   9157     331.01 NNW   20825 836       0        
8    125  35.567142 129.351959 866  07/07/2020 04:43:22 46   13.70  150.20 3.41  SSE   9157     331.01 NNW   20893 840       0        
8    125  35.567134 129.351959 88   07/07/2020 04:43:23 150  13.60  155.70 3.50  SSE   9157     331.01 NNW   20958 842       0        
8    125  35.567146 129.351943 276  07/07/2020 04:43:24 337  13.60  302.32 5.19  WNW   9157     331.01 NNW   21012 844       0        
8    125  35.567165 129.351913 367  07/07/2020 04:43:25 386  13.60  300.82 7.95  WNW   9157     331.01 NNW   21059 846       0        
8    125  35.567176 129.351928 442  07/07/2020 04:43:26 459  13.60  358.38 5.07  N     9157     331.01 NNW   21106 848       0        
8    118  35.567165 129.351928 528  07/07/2020 04:43:27 545  13.60  358.38 0.31  N     9157     331.01 NNW   21151 850       0        
8    118  35.567146 129.351928 586  07/07/2020 04:43:28 604  13.60  195.80 4.41  SSW   9157     331.01 NNW   21198 852       0        
8    118  35.567142 129.351928 661  07/07/2020 04:43:29 679  13.60  197.37 1.41  SSW   9157     331.01 NNW   21245 854       0        
8    118  35.567138 129.351928 737  07/07/2020 04:43:30 756  13.60  201.50 2.44  SSW   9157     331.01 NNW   21292 856       0        
7    150  35.567134 129.351913 816  07/07/2020 04:43:31 833  13.60  257.20 4.17  WSW   9157     331.01 NNW   21345 858       0        
7    150  35.567142 129.351882 53   07/07/2020 04:43:33 113  13.60  291.13 5.78  WNW   9157     331.01 NNW   21411 862       0        
8    150  35.567150 129.351852 142  07/07/2020 04:43:34 201  13.60  283.28 10.95 WNW   9157     331.01 NNW   21476 864       0        
7    183  35.567165 129.351837 330  07/07/2020 04:43:35 348  13.60  288.98 7.70  WNW   9157     331.01 NNW   21525 866       0        
7    183  35.567157 129.351821 403  07/07/2020 04:43:36 420  13.50  259.13 5.63  W     9157     331.01 NNW   21572 868       0        
7    183  35.567134 129.351852 475  07/07/2020 04:43:37 493  13.50  130.59 5.09  SE    9157     331.01 NNW   21618 870       0        
8    183  35.567123 129.351852 548  07/07/2020 04:43:38 565  13.50  167.48 6.69  SSE   9157     331.01 NNW   21665 872       0        
8    183  35.567123 129.351852 624  07/07/2020 04:43:39 641  13.40  199.23 4.28  SSW   9157     331.01 NNW   21712 874       0        
8    183  35.567123 129.351852 695  07/07/2020 04:43:40 712  13.40  204.57 1.59  SSW   9157     331.01 NNW   21759 876       0        
8    183  35.567123 129.351852 770  07/07/2020 04:43:41 788  13.30  210.40 1.81  SSW   9157     331.01 NNW   21806 878       0        
7    150  35.567111 129.351867 853  07/07/2020 04:43:42 930  13.30  210.16 2.00  SSW   9157     331.01 NNW   21872 882       0        
7    150  35.567100 129.351867 77   07/07/2020 04:43:44 136  13.20  209.02 0.48  SSW   9157     331.01 NNW   21937 884       0        
6    156  35.567100 129.351867 267  07/07/2020 04:43:45 326  13.20  213.68 1.46  SSW   9157     331.01 NNW   21991 886       0        
6    156  35.567100 129.351867 357  07/07/2020 04:43:46 375  13.20  221.63 1.70  SW    9157     331.01 NNW   22037 888       0        
6    156  35.567096 129.351867 430  07/07/2020 04:43:47 448  13.20  224.07 2.41  SW    9157     331.01 NNW   22083 890       0        
6    156  35.567096 129.351852 507  07/07/2020 04:43:48 524  13.20  226.42 2.78  SW    9157     331.01 NNW   22129 892       0        
7    156  35.567096 129.351867 579  07/07/2020 04:43:49 598  13.20  219.15 1.59  SW    9157     331.01 NNW   22176 894       0        
7    187  35.567092 129.351882 656  07/07/2020 04:43:50 674  13.20  211.47 2.61  SSW   9157     331.01 NNW   22222 896       0        
