129.0828399,69.10
129.0828247,69.10
129.0828399,69.10
129.0828399,69.10
129.0828247,65.10
129.0828247,71.60
129.0828247,71.60
129.0828247,64.00
129.0828247,64.00
129.0827941,69.10
129.0827789,69.10
129.0827331,69.10
129.0825958,68.20
129.0825500,76.70
129.0825042,72.30
129.0825042,72.30
129.0824737,69.10
129.0824432,69.10
129.0824432,69.10
129.0824279,76.70
129.0824279,69.10
129.0824584,69.10
129.0825042,65.10
129.0825347,65.10
129.0825805,68.10
129.0826263,69.10
129.0826416,69.10
129.0826721,68.10
129.0826873,68.10
129.0827331,76.70
129.0827331,71.60
129.0827331,71.60
129.0827331,69.10
129.0827331,69.10
129.0827484,71.60
129.0827484,71.60
129.0827789,71.60
