Sats HDOP Latitude  Longitude  Fix  Date       Time     Date Alt    Course Speed Card  Distance Course Card  Chars Sentences Checksum
          (deg)     (deg)      Age                      Age  (m)    --- from GPS ----  ---- to London  ----  RX    RX        Fail
-------------------------------------------------------------------------------------------------------------------------------------
6    234  35.567989 129.350875 2134 07/07/2020 05:27:11 2136 13.70  113.62 6.32  ESE   9157     331.00 NNW   11268 428       1        
6    234  35.567989 129.350875 2241 07/07/2020 05:27:11 2243 13.70  113.62 6.32  ESE   9157     331.00 NNW   11304 428       1        
6    234  35.567989 129.350875 2348 07/07/2020 05:27:11 2350 13.70  113.62 6.32  ESE   9157     331.00 NNW   11339 428       1        
6    234  35.567989 129.350875 2456 07/07/2020 05:27:11 2458 13.70  113.62 6.32  ESE   9157     331.00 NNW   11375 428       1        
6    234  35.567989 129.350875 2563 07/07/2020 05:27:11 2565 13.70  113.62 6.32  ESE   9157     331.00 NNW   11410 428       1        
6    234  35.567989 129.350875 2671 07/07/2020 05:27:11 2672 13.70  113.62 6.32  ESE   9157     331.00 NNW   11446 428       1        
6    234  35.567989 129.350875 2778 07/07/2020 05:27:11 2780 13.70  113.62 6.32  ESE   9157     331.00 NNW   11487 428       1        
6    234  35.567989 129.350875 2888 07/07/2020 05:27:11 2894 13.70  113.62 6.32  ESE   9157     331.00 NNW   11540 428       1        
6    234  35.567989 129.350875 3007 07/07/2020 05:27:11 3013 13.70  113.62 6.32  ESE   9157     331.00 NNW   11588 428       1        
6    234  35.567989 129.350875 3118 07/07/2020 05:27:11 3120 13.70  113.62 6.32  ESE   9157     331.00 NNW   11624 428       1        
6    234  35.567989 129.350875 3226 07/07/2020 05:27:11 3228 13.70  113.62 6.32  ESE   9157     331.00 NNW   11660 428       1        
6    234  35.567989 129.350875 3333 07/07/2020 05:27:11 3335 13.70  113.62 6.32  ESE   9157     331.00 NNW   11696 428       1        
6    234  35.567989 129.350875 3441 07/07/2020 05:27:11 3442 13.70  113.62 6.32  ESE   9157     331.00 NNW   11732 428       1        
6    234  35.567989 129.350875 3548 07/07/2020 05:27:11 3550 13.70  113.62 6.32  ESE   9157     331.00 NNW   11767 428       1        
6    234  35.567989 129.350875 3655 07/07/2020 05:27:11 3657 13.70  113.62 6.32  ESE   9157     331.00 NNW   11803 428       1        
6    234  35.567989 129.350875 3763 07/07/2020 05:27:11 3764 13.70  113.62 6.32  ESE   9157     331.00 NNW   11839 428       1        
6    234  35.567989 129.350875 3870 07/07/2020 05:27:11 3872 13.70  113.62 6.32  ESE   9157     331.00 NNW   11874 428       1        
6    234  35.567989 129.350875 3977 07/07/2020 05:27:11 3979 13.70  113.62 6.32  ESE   9157     331.00 NNW   11917 428       1        
