Sats HDOP Latitude  Longitude  Fix  Date       Time     Date Alt    Course Speed Card  Distance Course Card  Chars Sentences Checksum
          (deg)     (deg)      Age                      Age  (m)    --- from GPS ----  ---- to London  ----  RX    RX        Fail
-------------------------------------------------------------------------------------------------------------------------------------
8    119  35.567111 129.351867 521  07/07/2020 04:44:53 538  15.50  0.00   0.00  N     9157     331.01 NNW   456   2         0        
8    119  35.567111 129.351867 595  07/07/2020 04:44:54 613  15.50  0.00   0.00  N     9157     331.01 NNW   912   4         0        
8    119  35.567111 129.351867 668  07/07/2020 04:44:55 686  15.60  0.00   0.00  N     9157     331.01 NNW   1368  6         0        
8    119  35.567111 129.351867 742  07/07/2020 04:44:56 761  15.60  0.00   0.02  N     9157     331.01 NNW   1824  8         0        
8    119  35.567111 129.351867 818  07/07/2020 04:44:57 835  15.60  0.00   0.00  N     9157     331.01 NNW   2287  10        0        
8    119  35.567111 129.351867 914  07/07/2020 04:44:59 82   15.50  0.00   0.02  N     9157     331.01 NNW   2965  14        0        
8    119  35.567111 129.351867 116  07/07/2020 04:45:00 177  15.60  0.00   0.04  N     9157     331.01 NNW   3599  16        0        
8    119  35.567111 129.351867 297  07/07/2020 04:45:01 349  15.70  0.00   0.04  N     9157     331.01 NNW   4104  18        0        
8    119  35.567111 129.351867 378  07/07/2020 04:45:02 395  15.60  0.00   0.02  N     9157     331.01 NNW   4560  20        0        
8    119  35.567111 129.351867 454  07/07/2020 04:45:03 472  15.70  0.00   0.04  N     9157     331.01 NNW   5016  22        0        
8    119  35.567111 129.351867 528  07/07/2020 04:45:04 545  15.60  0.00   0.04  N     9157     331.01 NNW   5472  24        0        
8    119  35.567111 129.351867 604  07/07/2020 04:45:05 621  15.50  0.00   0.04  N     9157     331.01 NNW   5928  26        0        
8    119  35.567111 129.351867 676  07/07/2020 04:45:06 695  15.40  0.00   0.04  N     9157     331.01 NNW   6384  28        0        
8    119  35.567108 129.351867 752  07/07/2020 04:45:07 770  15.30  0.00   0.02  N     9157     331.01 NNW   6840  30        0        
8    119  35.567108 129.351867 826  07/07/2020 04:45:08 845  15.30  0.00   0.00  N     9157     331.01 NNW   7352  32        0        
8    119  35.567111 129.351867 40   07/07/2020 04:45:10 102  15.30  0.00   0.02  N     9157     331.01 NNW   8002  36        0        
8    119  35.567111 129.351867 135  07/07/2020 04:45:11 196  15.30  0.00   0.00  N     9157     331.01 NNW   8634  38        0        
8    119  35.567111 129.351867 318  07/07/2020 04:45:12 349  15.40  0.00   0.02  N     9157     331.01 NNW   9122  40        0        
8    119  35.567111 129.351867 388  07/07/2020 04:45:13 406  15.50  0.00   0.02  N     9157     331.01 NNW   9578  42        0        
8    119  35.567111 129.351867 464  07/07/2020 04:45:14 482  15.60  0.00   0.00  N     9157     331.01 NNW   10034 44        0        
8    119  35.567111 129.351867 538  07/07/2020 04:45:15 557  15.50  0.00   0.02  N     9157     331.01 NNW   10490 46        0        
8    119  35.567111 129.351867 614  07/07/2020 04:45:16 631  15.50  0.00   0.11  N     9157     331.01 NNW   10946 48        0        
8    119  35.567111 129.351867 687  07/07/2020 04:45:17 705  15.50  0.00   0.09  N     9157     331.01 NNW   11402 50        0        
8    119  35.567111 129.351867 761  07/07/2020 04:45:18 780  15.60  0.00   0.02  N     9157     331.01 NNW   11854 52        1        
8    119  35.567111 129.351867 825  07/07/2020 04:45:19 843  15.60  19.44  1.39  NNE   9157     331.01 NNW   12393 55        1        
8    119  35.567100 129.351867 66   07/07/2020 04:45:21 137  15.60  37.72  3.35  NE    9157     331.01 NNW   13054 58        1        
8    119  35.567096 129.351867 152  07/07/2020 04:45:22 213  15.50  44.76  1.26  NE    9157     331.01 NNW   13699 60        1        
8    119  35.567092 129.351867 336  07/07/2020 04:45:23 354  15.60  44.76  0.13  NE    9157     331.01 NNW   14166 62        1        
8    119  35.567092 129.351867 405  07/07/2020 04:45:24 424  15.50  41.80  0.74  NE    9157     331.01 NNW   14632 64        1        
8    119  35.567092 129.351867 483  07/07/2020 04:45:25 500  15.50  46.35  1.09  NE    9157     331.01 NNW   15098 66        1        
8    119  35.567089 129.351867 558  07/07/2020 04:45:26 576  15.50  53.52  1.54  NE    9157     331.01 NNW   15564 68        1        
8    119  35.567089 129.351867 643  07/07/2020 04:45:27 661  15.50  53.52  0.30  NE    9157     331.01 NNW   16020 70        1        
8    119  35.567096 129.351867 706  07/07/2020 04:45:28 723  15.50  46.37  1.35  NE    9157     331.01 NNW   16486 72        1        
8    119  35.567096 129.351867 781  07/07/2020 04:45:29 799  15.50  55.08  0.44  NE    9157     331.01 NNW   16952 74        1        
8    119  35.567092 129.351867 862  07/07/2020 04:45:31 47   15.40  68.85  0.43  ENE   9157     331.01 NNW   17627 78        1        
8    119  35.567085 129.351867 88   07/07/2020 04:45:32 107  15.40  68.85  0.22  ENE   9157     331.01 NNW   18176 80        1        
8    119  35.567085 129.351867 196  07/07/2020 04:45:33 256  15.40  66.70  1.72  ENE   9157     331.01 NNW   18782 82        1        
8    119  35.567085 129.351882 334  07/07/2020 04:45:34 353  15.30  65.33  1.06  ENE   9157     331.01 NNW   19248 84        1        
8    120  35.567089 129.351882 409  07/07/2020 04:45:35 427  15.30  70.68  0.35  ENE   9157     331.01 NNW   19714 86        1        
