Sats HDOP Latitude  Longitude  Fix  Date       Time     Date Alt    Course Speed Card  Distance Course Card  Chars Sentences Checksum
          (deg)     (deg)      Age                      Age  (m)    --- from GPS ----  ---- to London  ----  RX    RX        Fail
-------------------------------------------------------------------------------------------------------------------------------------
9    114  35.567089 129.351882 419  07/07/2020 04:57:50 437  13.50  0.00   0.04  N     9157     331.01 NNW   543   2         0        
9    114  35.567089 129.351882 494  07/07/2020 04:57:51 511  13.60  0.00   0.09  N     9157     331.01 NNW   1016  4         0        
9    114  35.567089 129.351882 565  07/07/2020 04:57:52 584  13.60  0.00   0.02  N     9157     331.01 NNW   1489  6         0        
9    114  35.567089 129.351882 643  07/07/2020 04:57:53 660  13.80  0.00   0.04  N     9157     331.01 NNW   1962  8         0        
9    114  35.567089 129.351882 719  07/07/2020 04:57:54 737  13.80  0.00   0.35  N     9157     331.01 NNW   2435  10        0        
9    114  35.567089 129.351882 781  07/07/2020 04:57:55 798  13.70  347.20 3.04  NNW   9157     331.01 NNW   2907  12        0        
9    114  35.567089 129.351882 865  07/07/2020 04:57:57 61   13.80  336.11 1.89  NNW   9157     331.01 NNW   3592  16        0        
9    114  35.567089 129.351882 86   07/07/2020 04:57:58 145  13.90  341.76 0.37  NNW   9157     331.01 NNW   4243  18        0        
9    115  35.567092 129.351882 272  07/07/2020 04:57:59 334  13.90  343.18 2.59  NNW   9157     331.01 NNW   4795  20        0        
9    115  35.567096 129.351882 364  07/07/2020 04:58:00 381  13.80  343.87 2.98  NNW   9157     331.01 NNW   5267  22        0        
9    115  35.567100 129.351882 437  07/07/2020 04:58:01 455  13.80  344.20 1.56  NNW   9157     331.01 NNW   5739  24        0        
9    115  35.567096 129.351867 512  07/07/2020 04:58:02 529  13.80  336.83 0.89  NNW   9157     331.01 NNW   6211  26        0        
9    115  35.567096 129.351882 600  07/07/2020 04:58:03 617  13.80  336.83 0.35  NNW   9157     331.01 NNW   6671  28        0        
9    115  35.567096 129.351867 661  07/07/2020 04:58:04 679  13.80  331.93 2.56  NNW   9157     331.01 NNW   7143  30        0        
9    115  35.567100 129.351867 738  07/07/2020 04:58:05 756  13.80  340.86 1.80  NNW   9157     331.01 NNW   7615  32        0        
9    115  35.567100 129.351867 812  07/07/2020 04:58:06 830  13.70  345.12 3.09  NNW   9157     331.01 NNW   8115  34        0        
9    115  35.567104 129.351867 912  07/07/2020 04:58:08 94   13.70  342.82 0.61  NNW   9157     331.01 NNW   8802  38        0        
9    115  35.567096 129.351852 117  07/07/2020 04:58:09 177  13.70  336.22 2.06  NNW   9157     331.01 NNW   9453  40        0        
9    115  35.567096 129.351867 303  07/07/2020 04:58:10 353  13.70  343.85 1.61  NNW   9157     331.01 NNW   9975  42        0        
9    115  35.567096 129.351867 383  07/07/2020 04:58:11 401  13.70  334.79 1.22  NNW   9157     331.01 NNW   10447 44        0        
9    115  35.567096 129.351867 456  07/07/2020 04:58:12 474  13.70  342.14 2.02  NNW   9157     331.01 NNW   10919 46        0        
9    115  35.567096 129.351882 532  07/07/2020 04:58:13 551  13.70  93.85  5.69  E     9157     331.01 NNW   11389 48        0        
8    167  35.567096 129.351898 610  07/07/2020 04:58:14 629  13.70  92.31  4.41  E     9157     331.01 NNW   11857 50        0        
9    115  35.567096 129.351898 683  07/07/2020 04:58:15 700  13.70  91.88  3.04  E     9157     331.01 NNW   12327 52        0        
9    115  35.567092 129.351913 757  07/07/2020 04:58:16 776  13.80  92.48  3.57  E     9157     331.01 NNW   12797 54        0        
9    115  35.567096 129.351913 832  07/07/2020 04:58:17 849  13.80  87.64  0.65  E     9157     331.01 NNW   13366 57        0        
9    115  35.567100 129.351913 85   07/07/2020 04:58:19 164  13.80  74.66  0.56  ENE   9157     331.01 NNW   14032 60        0        
9    115  35.567100 129.351913 185  07/07/2020 04:58:20 244  13.80  74.66  0.30  ENE   9157     331.01 NNW   14667 62        0        
9    115  35.567104 129.351913 334  07/07/2020 04:58:21 355  13.80  71.19  1.96  ENE   9157     331.01 NNW   15137 64        0        
9    115  35.567104 129.351913 403  07/07/2020 04:58:22 421  13.80  69.96  1.04  ENE   9157     331.01 NNW   15607 66        0        
9    115  35.567104 129.351913 476  07/07/2020 04:58:23 494  13.80  69.49  1.09  ENE   9157     331.01 NNW   16077 68        0        
9    115  35.567104 129.351913 551  07/07/2020 04:58:24 568  13.80  68.83  0.83  ENE   9157     331.01 NNW   16547 70        0        
9    115  35.567104 129.351898 626  07/07/2020 04:58:25 644  13.80  60.72  1.35  ENE   9157     331.01 NNW   17017 72        0        
9    115  35.567104 129.351898 701  07/07/2020 04:58:26 719  13.80  53.08  0.93  NE    9157     331.01 NNW   17487 74        0        
9    115  35.567108 129.351898 776  07/07/2020 04:58:27 793  13.80  47.28  0.91  NE    9157     331.01 NNW   17957 76        0        
9    115  35.567111 129.351898 857  07/07/2020 04:58:28 934  13.80  63.47  1.67  ENE   9157     331.01 NNW   18630 80        0        
9    115  35.567104 129.351898 78   07/07/2020 04:58:30 138  13.80  70.68  0.72  ENE   9157     331.01 NNW   19279 82        0        
9    115  35.567100 129.351898 264  07/07/2020 04:58:31 322  13.80  76.60  1.15  ENE   9157     331.01 NNW   19837 84        0        
9    115  35.567092 129.351882 354  07/07/2020 04:58:32 373  13.80  83.63  2.93  E     9157     331.01 NNW   20307 86        0        
